Wohnort;Wohnort-Name;Arbeitsort;Arbeitsort-Name;Insgesamt;Männer;Frauen;Deutsche;"Ausländer + Sonstige";Auszubildende;
;;096;Unterfranken;67;54;13;*;*;*;
;;09772;Augsburg;10;7;3;10;-;-;
;;097;Übrige Kreise (Regierungsbezirk);39;33;6;39;-;-;
;;097;Schwaben;49;40;9;49;-;-;
;;09;Bayern;3,443;2,064;1,379;3,364;79;100;
;;11000;Berlin, Stadt;76;34;42;*;*;*;
;;110;Berlin;76;34;42;*;*;*;
;;11;Berlin;76;34;42;*;*;*;
;;12065;Oberhavel;24;12;12;24;-;*;
;;120;Übrige Kreise (Regierungsbezirk);37;30;7;31;6;*;
;;120;Brandenburg;61;42;19;55;6;3;
;;12;Brandenburg;61;42;19;55;6;3;
;;130;Mecklenburg-Vorpommern;12;8;4;12;-;-;
;;13;Mecklenburg-Vorpommern;12;8;4;12;-;-;
;;14511;Chemnitz, Stadt;46;33;13;46;-;-;
;;14521;Erzgebirgskreis;16;13;3;*;*;*;
;;14522;Mittelsachsen;17;*;*;17;-;*;
;;14523;Vogtlandkreis;527;276;251;522;5;25;
;;14524;Zwickau;94;63;31;89;5;3;
;;14612;Dresden, Stadt;55;38;17;52;3;7;
;;14627;Meißen;13;9;4;13;-;-;
;;14628;Sächs. Schweiz-Osterzgebirge;12;*;*;12;-;*;
;;14713;Leipzig, Stadt;91;58;33;87;4;5;
;;14729;Leipzig;41;32;9;41;-;*;
;;14730;Nordsachsen;24;11;13;24;-;-;
;;140;Übrige Kreise (Regierungsbezirk);11;4;7;6;5;*;
;;140;Sachsen;947;562;385;923;24;45;
;;14;Sachsen;947;562;385;923;24;45;
;;15002;Halle (Saale), Stadt;20;12;8;20;-;*;
;;15003;Magdeburg, Landeshauptstadt;16;*;*;16;-;-;
;;15084;Burgenlandkreis;31;22;9;31;-;*;
;;15088;Saalekreis;28;19;9;28;-;-;
;;15090;Stendal;44;35;9;44;-;-;
;;150;Übrige Kreise (Regierungsbezirk);29;21;8;*;*;*;
;;150;Sachsen-Anhalt;168;111;57;*;*;4;
;;15;Sachsen-Anhalt;168;111;57;*;*;4;
;;16051;Erfurt, Stadt;350;210;140;338;12;24;
;;16052;Gera, Stadt;650;295;355;631;19;28;
;;16053;Jena, Stadt;993;457;536;979;14;43;
;;16055;Weimar, Stadt;127;84;43;*;*;-;
;;16063;Wartburgkreis;13;8;5;13;-;-;
;;16064;Unstrut-Hainich-Kreis;13;6;7;*;*;-;
;;16067;Gotha;32;25;7;*;*;*;
;;16068;Sömmerda;16;8;8;16;-;-;
;;16070;Ilm-Kreis;39;29;10;*;*;3;
;;16071;Weimarer Land;66;48;18;66;-;*;
;;16072;Sonneberg;33;19;14;28;5;*;
;;16073;Saalfeld-Rudolstadt;2,106;1,107;999;2,078;28;101;
;;16074;Saale-Holzland-Kreis;748;379;369;739;9;29;
;;16076;Greiz;850;454;396;840;10;34;
;;16077;Altenburger Land;22;17;5;22;-;*;
;;160;Übrige Kreise (Regierungsbezirk);53;31;22;50;3;-;
;;160;Thüringen;6,111;3,177;2,934;6,007;104;268;
;;16;Thüringen;6,111;3,177;2,934;6,007;104;268;
;;ZZ;Übrige Bundesländer;5;*;*;5;-;-;
;;ZZ;Auspendler in das Bundesgebiet;11,473;6,529;4,944;11,209;264;431;
;;Z;Auspendler insgesamt;11,473;6,529;4,944;11,209;264;431;
16076;Greiz;;;;;;;;;
;;010;Schleswig-Holstein;28;20;8;*;*;-;
;;01;Schleswig-Holstein;28;20;8;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;38;28;10;*;*;*;
;;020;Hamburg;38;28;10;*;*;*;
;;02;Hamburg;38;28;10;*;*;*;
;;03101;Braunschweig, Stadt;11;*;*;11;-;-;
;;031;Übrige Kreise (Regierungsbezirk);23;20;3;*;*;-;
;;031;Statistische Region Braunschweig;34;30;4;*;*;-;
;;03241;Region Hannover;26;21;5;*;*;-;
;;032;Übrige Kreise (Regierungsbezirk);12;9;3;12;-;-;
;;032;Statistische Region Hannover;38;30;8;*;*;-;
;;033;Statistische Region Lüneburg;22;18;4;19;3;*;
;;03456;Grafschaft Bentheim;10;*;*;*;*;-;
;;034;Übrige Kreise (Regierungsbezirk);23;*;*;20;3;-;
;;034;Statistische Region Weser-Ems;33;30;3;28;5;-;
;;03;Niedersachsen;127;108;19;117;10;*;
;;05111;Düsseldorf, Stadt;34;20;14;22;12;-;
;;05113;Essen, Stadt;12;7;5;12;-;-;
;;05158;Mettmann;17;*;*;17;-;-;
;;051;Übrige Kreise (Regierungsbezirk);37;28;9;34;3;-;
;;051;Reg.-Bez. Düsseldorf;100;70;30;85;15;-;
;;05314;Bonn, Stadt;10;5;5;*;*;-;
;;05315;Köln, Stadt;23;11;12;23;-;-;
;;05374;Oberbergischer Kreis;11;8;3;11;-;-;
;;053;Übrige Kreise (Regierungsbezirk);36;29;7;*;*;-;
;;053;Reg.-Bez. Köln;80;53;27;77;3;-;
;;055;Reg.-Bez. Münster;26;*;*;22;4;-;
;;05754;Gütersloh;10;*;*;10;-;-;
;;057;Übrige Kreise (Regierungsbezirk);22;16;6;*;*;-;
;;057;Reg.-Bez. Detmold;32;24;8;*;*;-;
;;059;Reg.-Bez. Arnsberg;26;*;*;26;-;-;
;;05;Nordrhein-Westfalen;264;196;68;241;23;-;
;;06412;Frankfurt am Main, Stadt;58;43;15;54;4;*;
;;06434;Hochtaunuskreis;10;10;-;10;-;-;
;;06435;Main-Kinzig-Kreis;13;*;*;*;*;-;
;;06438;Offenbach;19;*;*;*;*;-;
;;064;Übrige Kreise (Regierungsbezirk);42;33;9;39;3;-;
;;064;Reg.-Bez. Darmstadt;142;115;27;132;10;*;
;;06532;Lahn-Dill-Kreis;12;12;-;12;-;-;
;;065;Übrige Kreise (Regierungsbezirk);15;11;4;*;*;*;
;;065;Reg.-Bez. Gießen;27;23;4;*;*;*;
;;06632;Hersfeld-Rotenburg;12;12;-;12;-;-;
;;066;Übrige Kreise (Regierungsbezirk);24;21;3;*;*;-;
;;066;Reg.-Bez. Kassel;36;33;3;*;*;-;
;;06;Hessen;205;171;34;193;12;3;
;;07232;Eifelkreis Bitburg-Prüm;18;6;12;18;-;-;
;;070;Übrige Kreise (Regierungsbezirk);43;38;5;*;*;-;
;;070;Rheinland-Pfalz;61;44;17;*;*;-;
;;07;Rheinland-Pfalz;61;44;17;*;*;-;
;;08111;Stuttgart, Landeshauptstadt;23;20;3;*;*;*;
;;08115;Böblingen;12;*;*;12;-;-;
;;08116;Esslingen;22;22;-;22;-;-;
;;08117;Göppingen;15;*;*;*;*;-;
;;08118;Ludwigsburg;15;12;3;15;-;*;
;;08119;Rems-Murr-Kreis;13;*;*;*;*;-;
;;08125;Heilbronn;11;8;3;*;*;-;
;;08127;Schwäbisch Hall;13;13;-;13;-;-;
;;08136;Ostalbkreis;16;*;*;16;-;-;
;;081;Übrige Kreise (Regierungsbezirk);12;9;3;12;-;*;
;;081;Reg.-Bez. Stuttgart;152;134;18;145;7;3;
;;08221;Heidelberg, Stadt;30;6;24;30;-;-;
;;08222;Mannheim, Universitätsstadt;13;10;3;13;-;-;
;;082;Übrige Kreise (Regierungsbezirk);32;25;7;29;3;*;
;;082;Reg.-Bez. Karlsruhe;75;41;34;72;3;*;
;;083;Reg.-Bez. Freiburg;29;23;6;29;-;*;
;;084;Reg.-Bez. Tübingen;23;20;3;*;*;-;
;;08;Baden-Württemberg;279;218;61;267;12;5;
;;09161;Ingolstadt, Stadt;28;24;4;28;-;*;
;;09162;München, Landeshauptstadt;108;89;19;104;4;*;
;;09178;Freising;15;*;*;15;-;-;
;;09184;München;53;45;8;53;-;-;
;;09186;Pfaffenhofen a.d.Ilm;15;12;3;15;-;*;
;;091;Übrige Kreise (Regierungsbezirk);86;68;18;81;5;-;
;;091;Oberbayern;305;252;53;296;9;4;
;;09276;Regen;16;*;*;16;-;*;
;;092;Übrige Kreise (Regierungsbezirk);36;32;4;*;*;-;
;;092;Niederbayern;52;46;6;*;*;*;
;;09362;Regensburg, Stadt;22;19;3;22;-;-;
;;09363;Weiden i.d.OPf., Stadt;13;*;*;13;-;-;
;;09373;Neumarkt i.d.OPf.;52;39;13;52;-;-;
;;09375;Regensburg;18;*;*;*;*;-;
;;09376;Schwandorf;18;18;-;18;-;-;
;;093;Übrige Kreise (Regierungsbezirk);22;19;3;*;*;-;
;;093;Oberpfalz;145;124;21;*;*;-;
;;09462;Bayreuth, Stadt;37;23;14;34;3;*;
;;09463;Coburg, Stadt;17;*;*;17;-;10;
;;09464;Hof, Stadt;64;37;27;64;-;*;
;;09471;Bamberg;16;*;*;13;3;-;
;;09472;Bayreuth;12;12;-;12;-;-;
;;09473;Coburg;12;*;*;*;*;-;
;;09475;Hof;80;52;28;*;*;-;
;;09477;Kulmbach;25;22;3;*;*;*;
;;094;Übrige Kreise (Regierungsbezirk);22;15;7;19;3;*;
;;094;Oberfranken;285;201;84;273;12;15;
;;09562;Erlangen, Stadt;19;14;5;19;-;*;
;;09563;Fürth, Stadt;19;16;3;19;-;-;
;;09564;Nürnberg, Stadt;99;76;23;*;*;*;
;;09574;Nürnberger Land;20;17;3;20;-;-;
;;09576;Roth;16;*;*;16;-;-;
;;095;Übrige Kreise (Regierungsbezirk);25;20;5;25;-;-;
;;095;Mittelfranken;198;158;40;*;*;3;
;;09663;Würzburg, Stadt;14;7;7;14;-;-;
;;096;Übrige Kreise (Regierungsbezirk);51;41;10;48;3;-;
;;096;Unterfranken;65;48;17;62;3;-;
;;09761;Augsburg, Stadt;10;6;4;10;-;-;
;;09774;Günzburg;16;13;3;*;*;-;
;;097;Übrige Kreise (Regierungsbezirk);43;39;4;*;*;-;
;;097;Schwaben;69;58;11;66;3;-;
;;09;Bayern;1,119;887;232;1,086;33;23;
;;100;Saarland;19;*;*;15;4;-;
;;10;Saarland;19;*;*;15;4;-;
;;11000;Berlin, Stadt;102;63;39;99;3;3;
;;110;Berlin;102;63;39;99;3;3;
;;11;Berlin;102;63;39;99;3;3;
;;12054;Potsdam, Stadt;13;8;5;13;-;*;
;;12064;Märkisch-Oderland;13;9;4;*;*;-;
;;120;Übrige Kreise (Regierungsbezirk);55;34;21;*;*;*;
;;120;Brandenburg;81;51;30;78;3;3;
;;12;Brandenburg;81;51;30;78;3;3;
;;130;Mecklenburg-Vorpommern;23;18;5;*;*;*;
;;13;Mecklenburg-Vorpommern;23;18;5;*;*;*;
;;14511;Chemnitz, Stadt;190;123;67;*;*;7;
;;14521;Erzgebirgskreis;52;33;19;49;3;*;
;;14522;Mittelsachsen;44;26;18;44;-;3;
;;14523;Vogtlandkreis;2,149;1,134;1,015;2,126;23;62;
;;14524;Zwickau;1,207;711;496;1,193;14;48;
;;14612;Dresden, Stadt;97;62;35;*;*;12;
;;14625;Bautzen;11;7;4;*;*;-;
;;14627;Meißen;37;25;12;*;*;-;
;;14628;Sächs. Schweiz-Osterzgebirge;16;11;5;*;*;*;
;;14713;Leipzig, Stadt;248;160;88;238;10;15;
;;14729;Leipzig;72;44;28;*;*;*;
;;14730;Nordsachsen;35;25;10;31;4;*;
;;140;Übrige Kreise (Regierungsbezirk);7;*;*;7;-;-;
;;140;Sachsen;4,165;2,366;1,799;4,101;64;152;
;;14;Sachsen;4,165;2,366;1,799;4,101;64;152;
;;15002;Halle (Saale), Stadt;30;16;14;30;-;4;
;;15003;Magdeburg, Landeshauptstadt;19;9;10;*;*;-;
;;15082;Anhalt-Bitterfeld;14;10;4;14;-;-;
;;15084;Burgenlandkreis;167;103;64;*;*;4;
;;15087;Mansfeld-Südharz;18;6;12;18;-;-;
;;15088;Saalekreis;84;38;46;81;3;-;
;;150;Übrige Kreise (Regierungsbezirk);30;25;5;*;*;-;
;;150;Sachsen-Anhalt;362;207;155;355;7;8;
;;15;Sachsen-Anhalt;362;207;155;355;7;8;
;;16051;Erfurt, Stadt;408;243;165;387;21;14;
;;16052;Gera, Stadt;6,719;2,735;3,984;6,623;96;228;
;;16053;Jena, Stadt;819;387;432;811;8;22;
;;16055;Weimar, Stadt;63;32;31;59;4;*;
;;16056;Eisenach, Stadt;12;*;*;*;*;3;
;;16061;Eichsfeld;10;10;-;10;-;-;
;;16062;Nordhausen;11;*;*;11;-;-;
;;16063;Wartburgkreis;30;20;10;*;*;*;
;;16064;Unstrut-Hainich-Kreis;16;12;4;16;-;-;
;;16066;Schmalkalden-Meiningen;18;12;6;*;*;*;
;;16067;Gotha;52;42;10;*;*;*;
;;16068;Sömmerda;15;10;5;15;-;-;
;;16070;Ilm-Kreis;38;23;15;38;-;-;
;;16071;Weimarer Land;54;29;25;*;*;5;
;;16073;Saalfeld-Rudolstadt;118;72;46;*;*;8;
;;16074;Saale-Holzland-Kreis;1,454;760;694;1,446;8;34;
;;16075;Saale-Orla-Kreis;1,567;950;617;1,560;7;54;
;;16077;Altenburger Land;589;399;190;582;7;22;
;;160;Übrige Kreise (Regierungsbezirk);30;23;7;*;*;*;
;;160;Thüringen;12,023;5,778;6,245;11,863;160;397;
;;16;Thüringen;12,023;5,778;6,245;11,863;160;397;
;;ZZ;Übrige Bundesländer;7;*;*;7;-;-;
;;ZZ;Auspendler in das Bundesgebiet;18,903;10,179;8,724;18,565;338;597;
;;Z;Auspendler insgesamt;18,903;10,179;8,724;18,565;338;597;
16077;Altenburger Land;;;;;;;;;
;;01004;Neumünster, Stadt;11;11;-;11;-;-;
;;010;Übrige Kreise (Regierungsbezirk);38;34;4;34;4;*;
;;010;Schleswig-Holstein;49;45;4;45;4;*;
;;01;Schleswig-Holstein;49;45;4;45;4;*;
;;02000;Hamburg, Freie und Hansestadt;22;17;5;22;-;*;
;;020;Hamburg;22;17;5;22;-;*;
;;02;Hamburg;22;17;5;22;-;*;
;;03103;Wolfsburg, Stadt;14;11;3;*;*;*;
;;031;Übrige Kreise (Regierungsbezirk);24;17;7;24;-;*;
;;031;Statistische Region Braunschweig;38;28;10;*;*;*;
;;03241;Region Hannover;16;13;3;*;*;-;
;;032;Übrige Kreise (Regierungsbezirk);11;*;*;*;*;-;
;;032;Statistische Region Hannover;27;23;4;*;*;-;
;;033;Statistische Region Lüneburg;21;17;4;*;*;-;
;;034;Statistische Region Weser-Ems;36;*;*;36;-;-;
;;03;Niedersachsen;122;102;20;118;4;*;
;;04011;Bremen, Stadt;21;18;3;17;4;-;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;*;
;;040;Bremen;22;19;3;18;4;*;
;;04;Bremen;22;19;3;18;4;*;
;;05111;Düsseldorf, Stadt;20;14;6;*;*;-;
;;05170;Wesel;12;*;*;12;-;-;
;;051;Übrige Kreise (Regierungsbezirk);56;50;6;53;3;-;
;;051;Reg.-Bez. Düsseldorf;88;74;14;83;5;-;
;;05315;Köln, Stadt;25;17;8;22;3;-;
;;05362;Rhein-Erft-Kreis;10;6;4;10;-;-;
;;05370;Heinsberg;11;*;*;11;-;-;
;;053;Übrige Kreise (Regierungsbezirk);27;24;3;27;-;*;
;;053;Reg.-Bez. Köln;73;57;16;70;3;*;
;;055;Reg.-Bez. Münster;29;24;5;29;-;*;
;;05754;Gütersloh;23;17;6;18;5;-;
;;057;Übrige Kreise (Regierungsbezirk);38;*;*;*;*;-;
;;057;Reg.-Bez. Detmold;61;53;8;55;6;-;
;;05911;Bochum, Stadt;11;7;4;*;*;-;
;;05970;Siegen-Wittgenstein;10;*;*;10;-;-;
;;05978;Unna;30;24;6;15;15;-;
;;059;Übrige Kreise (Regierungsbezirk);29;*;*;26;3;-;
;;059;Reg.-Bez. Arnsberg;80;66;14;61;19;-;
;;05;Nordrhein-Westfalen;331;274;57;298;33;*;
;;06412;Frankfurt am Main, Stadt;43;36;7;31;12;-;
;;06435;Main-Kinzig-Kreis;13;*;*;*;*;-;
;;06436;Main-Taunus-Kreis;11;8;3;11;-;-;
;;064;Übrige Kreise (Regierungsbezirk);42;36;6;38;4;-;
;;064;Reg.-Bez. Darmstadt;109;91;18;92;17;-;
;;06532;Lahn-Dill-Kreis;13;*;*;*;*;-;
;;065;Übrige Kreise (Regierungsbezirk);11;*;*;*;*;-;
;;065;Reg.-Bez. Gießen;24;21;3;21;3;-;
;;06635;Waldeck-Frankenberg;71;*;*;35;36;-;
;;066;Übrige Kreise (Regierungsbezirk);26;*;*;*;*;-;
;;066;Reg.-Bez. Kassel;97;94;3;60;37;-;
;;06;Hessen;230;206;24;173;57;-;
;;070;Rheinland-Pfalz;50;45;5;47;3;-;
;;07;Rheinland-Pfalz;50;45;5;47;3;-;
;;08111;Stuttgart, Landeshauptstadt;35;29;6;28;7;-;
;;08116;Esslingen;18;*;*;18;-;-;
;;08119;Rems-Murr-Kreis;15;*;*;11;4;-;
;;08125;Heilbronn;11;8;3;11;-;-;
;;08136;Ostalbkreis;22;*;*;22;-;*;
;;081;Übrige Kreise (Regierungsbezirk);43;35;8;36;7;*;
;;081;Reg.-Bez. Stuttgart;144;122;22;126;18;*;
;;08221;Heidelberg, Stadt;13;8;5;13;-;-;
;;08222;Mannheim, Universitätsstadt;13;10;3;13;-;-;
;;08226;Rhein-Neckar-Kreis;17;*;*;17;-;-;
;;082;Übrige Kreise (Regierungsbezirk);25;*;*;*;*;-;
;;082;Reg.-Bez. Karlsruhe;68;56;12;*;*;-;
;;083;Reg.-Bez. Freiburg;31;26;5;31;-;*;
;;08436;Ravensburg;44;36;8;44;-;-;
;;084;Übrige Kreise (Regierungsbezirk);24;*;*;24;-;-;
;;084;Reg.-Bez. Tübingen;68;58;10;68;-;-;
;;08;Baden-Württemberg;311;262;49;292;19;3;
;;09161;Ingolstadt, Stadt;18;15;3;*;*;-;
;;09162;München, Landeshauptstadt;65;47;18;60;5;*;
;;09176;Eichstätt;16;16;-;16;-;-;
;;09184;München;32;29;3;32;-;-;
;;09186;Pfaffenhofen a.d.Ilm;12;12;-;12;-;-;
;;091;Übrige Kreise (Regierungsbezirk);55;49;6;*;*;-;
;;091;Oberbayern;198;168;30;190;8;*;
;;092;Niederbayern;40;*;*;40;-;-;
;;09362;Regensburg, Stadt;15;11;4;15;-;*;
;;09363;Weiden i.d.OPf., Stadt;17;*;*;*;*;-;
;;09373;Neumarkt i.d.OPf.;15;15;-;15;-;-;
;;09376;Schwandorf;48;21;27;48;-;-;
;;09377;Tirschenreuth;10;*;*;10;-;-;
;;093;Übrige Kreise (Regierungsbezirk);25;*;*;*;*;-;
;;093;Oberpfalz;130;94;36;*;*;*;
;;09462;Bayreuth, Stadt;10;6;4;*;*;-;
;;09477;Kulmbach;12;12;-;12;-;-;
;;094;Übrige Kreise (Regierungsbezirk);41;33;8;38;3;3;
;;094;Oberfranken;63;51;12;59;4;3;
;;09564;Nürnberg, Stadt;71;58;13;62;9;*;
;;09571;Ansbach;10;10;-;10;-;-;
;;09574;Nürnberger Land;17;*;*;17;-;-;
;;095;Übrige Kreise (Regierungsbezirk);20;15;5;20;-;-;
;;095;Mittelfranken;118;98;20;109;9;*;
;;09671;Aschaffenburg;14;*;*;14;-;-;
;;096;Übrige Kreise (Regierungsbezirk);32;*;*;*;*;*;
;;096;Unterfranken;46;*;*;*;*;*;
;;09761;Augsburg, Stadt;14;14;-;14;-;-;
;;09772;Augsburg;15;15;-;15;-;-;
;;09778;Unterallgäu;10;10;-;10;-;-;
;;097;Übrige Kreise (Regierungsbezirk);35;30;5;32;3;-;
;;097;Schwaben;74;69;5;71;3;-;
;;09;Bayern;669;562;107;642;27;8;
;;100;Saarland;10;10;-;*;*;-;
;;10;Saarland;10;10;-;*;*;-;
;;11000;Berlin, Stadt;108;78;30;102;6;3;
;;110;Berlin;108;78;30;102;6;3;
;;11;Berlin;108;78;30;102;6;3;
;;12066;Oberspreewald-Lausitz;26;14;12;*;*;*;
;;12069;Potsdam-Mittelmark;10;*;*;10;-;-;
;;120;Übrige Kreise (Regierungsbezirk);64;55;9;61;3;3;
;;120;Brandenburg;100;77;23;95;5;4;
;;12;Brandenburg;100;77;23;95;5;4;
;;130;Mecklenburg-Vorpommern;21;18;3;*;*;*;
;;13;Mecklenburg-Vorpommern;21;18;3;*;*;*;
;;14511;Chemnitz, Stadt;372;226;146;369;3;12;
;;14521;Erzgebirgskreis;76;56;20;76;-;4;
;;14522;Mittelsachsen;339;186;153;339;-;9;
;;14523;Vogtlandkreis;66;38;28;66;-;-;
;;14524;Zwickau;2,610;1,647;963;2,591;19;86;
;;14612;Dresden, Stadt;117;72;45;117;-;6;
;;14625;Bautzen;21;14;7;21;-;-;
;;14627;Meißen;25;18;7;25;-;*;
;;14628;Sächs. Schweiz-Osterzgebirge;18;11;7;18;-;*;
;;14713;Leipzig, Stadt;1,462;870;592;1,452;10;29;
;;14729;Leipzig;1,630;835;795;1,619;11;41;
;;14730;Nordsachsen;123;75;48;*;*;*;
;;140;Übrige Kreise (Regierungsbezirk);6;*;*;6;-;-;
;;140;Sachsen;6,865;4,052;2,813;6,821;44;192;
;;14;Sachsen;6,865;4,052;2,813;6,821;44;192;
;;15002;Halle (Saale), Stadt;61;32;29;*;*;5;
;;15003;Magdeburg, Landeshauptstadt;27;15;12;27;-;3;
;;15082;Anhalt-Bitterfeld;15;*;*;15;-;*;
;;15084;Burgenlandkreis;830;503;327;819;11;32;
;;15087;Mansfeld-Südharz;19;*;*;19;-;-;
;;15088;Saalekreis;114;76;38;*;*;*;
;;15089;Salzlandkreis;15;*;*;15;-;*;
;;15091;Wittenberg;10;10;-;10;-;-;
;;150;Übrige Kreise (Regierungsbezirk);24;20;4;*;*;*;
;;150;Sachsen-Anhalt;1,115;699;416;1,100;15;44;
;;15;Sachsen-Anhalt;1,115;699;416;1,100;15;44;
;;16051;Erfurt, Stadt;458;112;346;437;21;4;
;;16052;Gera, Stadt;1,459;663;796;1,400;59;39;
;;16053;Jena, Stadt;203;116;87;161;42;8;
;;16054;Suhl, Stadt;16;6;10;16;-;-;
;;16055;Weimar, Stadt;26;16;10;26;-;-;
;;16061;Eichsfeld;18;18;-;*;*;*;
;;16065;Kyffhäuserkreis;13;4;9;13;-;-;
;;16067;Gotha;24;20;4;24;-;-;
;;16068;Sömmerda;10;4;6;10;-;-;
;;16069;Hildburghausen;10;10;-;*;*;-;
;;16070;Ilm-Kreis;12;7;5;12;-;-;
;;16071;Weimarer Land;12;8;4;*;*;*;
;;16073;Saalfeld-Rudolstadt;18;14;4;18;-;*;
;;16074;Saale-Holzland-Kreis;154;114;40;154;-;13;
;;16075;Saale-Orla-Kreis;29;19;10;*;*;4;
;;16076;Greiz;750;521;229;*;*;22;
;;160;Übrige Kreise (Regierungsbezirk);32;25;7;*;*;*;
;;160;Thüringen;3,244;1,677;1,567;3,115;129;95;
;;16;Thüringen;3,244;1,677;1,567;3,115;129;95;
;;ZZ;Auspendler in das Bundesgebiet;13,269;8,143;5,126;12,915;354;358;
;;Z;Auspendler insgesamt;13,269;8,143;5,126;12,915;354;358;
;;;;;;;;;;
Erstellungsdatum: Februar 2019, Zentraler Statistik-Service;;;;;;;;;© Statistik der Bundesagentur für Arbeit;
;;;;;;;;;;
Zitierhinweis: Sozialversicherungspflichtig Beschäftigte - Auspendler nach Kreisen;;;;;;;;;;
