Schluessel;Bezeichnung;Wohnort;Männer;Frauen;Deutsche;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;Wohnort gleich Arbeitsort;Einpendler;Auspendler;Zahl der Betriebe;Ahnung;was das ist
3357010;Bülstedt;279;146;133;270;9;6;19;75;126;29;97;250;22;;
3357011;Deinstedt;285;160;125;274;11;14;24;57;60;26;34;259;19;;
3357012;Ebersdorf;439;250;189;427;12;9;44;98;205;48;157;391;28;;
3357013;Elsdorf;903;484;419;825;78;24;85;192;878;189;689;714;64;;
3357014;Farven;264;155;109;250;14;9;31;59;70;15;55;249;18;;
3357015;Fintel;1,101;583;518;1,043;58;24;69;265;477;177;299;924;64;;
3357016;Gnarrenburg;3,752;2,124;1,628;3,665;86;107;343;765;1,694;960;733;2,792;191;;
3357017;Groß Meckelsen;214;118;96;204;10;6;14;40;77;10;67;204;9;;
3357018;Gyhum;1,017;555;462;952;65;34;83;189;898;126;772;891;64;;
3357019;Hamersen;173;97;76;163;10;5;15;31;55;14;41;159;12;;
3357020;Hassendorf;424;234;190;410;13;16;52;76;27;9;18;415;13;;
3357021;Heeslingen;1,951;1,048;903;1,867;84;40;178;374;2,482;363;2,118;1,588;142;;
3357022;Hellwege;421;206;215;406;14;9;20;95;101;28;73;393;25;;
3357023;Helvesiek;334;170;164;311;23;8;25;65;263;37;226;297;24;;
3357024;Hemsbünde;456;223;233;439;17;15;24;107;484;56;428;400;29;;
3357025;Hemslingen;599;312;287;586;13;18;41;106;233;51;181;548;29;;
3357026;Hepstedt;416;220;196;403;13;16;31;96;81;25;56;391;23;;
3357027;Hipstedt;478;275;203;460;18;21;35;92;54;28;26;450;17;;
3357028;Horstedt;525;288;237;514;11;13;44;113;242;49;193;476;32;;
3357029;Kalbe;268;155;113;258;10;5;23;45;18;7;11;261;10;;
3357030;Kirchtimke;420;229;191;406;14;13;46;92;67;26;41;394;15;;
3357031;Kirchwalsede;527;275;252;509;18;11;46;114;268;68;200;459;34;;
3357032;Klein Meckelsen;381;204;177;373;8;11;33;74;132;38;94;343;16;;
3357033;Lauenbrück;847;459;388;809;37;25;60;178;395;101;294;746;41;;
3357034;Lengenbostel;190;108;82;*;*;3;11;47;475;8;466;182;25;;
3357035;Oerel;712;408;304;691;21;27;50;159;333;101;232;611;41;;
3357036;Ostereistedt;367;204;163;353;14;12;42;76;144;43;101;323;28;;
3357037;Reeßum;661;357;304;645;15;15;61;134;186;46;140;615;36;;
3357038;Rhade;399;228;171;379;20;17;47;87;139;36;103;363;28;;
3357039;Rotenburg (Wümme), Stadt;8,989;4,668;4,321;8,379;601;191;809;1,968;13,479;4,998;8,480;3,991;662;;
3357040;Sandbostel;333;181;152;310;23;12;33;55;68;34;34;299;24;;
3357041;Scheeßel;5,293;2,829;2,464;5,041;249;135;448;1,124;3,431;1,479;1,948;3,814;353;;
3357042;Seedorf;306;176;130;295;11;7;32;63;316;27;289;279;24;;
3357043;Selsingen;1,543;856;687;1,456;86;41;129;308;1,202;330;872;1,213;98;;
3357044;Sittensen;2,626;1,425;1,201;2,445;180;53;217;515;2,309;658;1,650;1,968;196;;
3357045;Sottrum;2,552;1,385;1,167;2,408;141;67;251;489;2,265;470;1,795;2,082;192;;
3357046;Stemmen;325;179;146;314;11;6;21;75;201;31;170;294;17;;
3357047;Tarmstedt;1,595;858;737;1,521;74;35;158;346;675;294;381;1,301;88;;
3357048;Tiste;409;221;188;378;31;10;42;70;107;29;78;380;16;;
3357049;Vahlde;256;136;120;248;8;7;27;56;45;13;32;243;20;;
3357050;Vierden;333;198;135;321;12;7;37;54;59;20;39;313;16;;
3357051;Visselhövede, Stadt;3,795;2,030;1,765;3,651;143;115;340;838;2,671;1,294;1,377;2,501;281;;
3357052;Vorwerk;423;242;181;417;6;25;44;92;76;18;58;405;17;;
3357053;Westertimke;202;111;91;194;8;3;21;44;141;7;134;195;15;;
3357054;Westerwalsede;312;157;155;*;*;6;25;72;52;22;30;290;19;;
3357055;Wilstedt;687;378;309;672;15;17;71;144;251;67;184;620;53;;
3357056;Wohnste;325;183;142;318;7;9;29;60;148;35;113;290;24;;
3357057;Zeven, Stadt;5,686;3,086;2,600;5,075;609;138;553;1,096;7,690;2,388;5,295;3,298;441;;
;;;;;;;;;;;;;;;;
3357;Rotenburg (Wümme);66,368;35,930;30,438;62,819;3,517;1,741;5,970;13,856;55,730;41,774;13,933;24,592;4,434;;
;;;;;;;;;;;;;;;;
3358001;Ahlden (Aller), Flecken;633;362;271;572;61;18;47;128;221;53;168;580;38;;
3358002;Bispingen;2,583;1,369;1,214;2,414;169;63;220;529;2,275;1,003;1,270;1,580;215;;
3358003;Böhme;371;209;162;358;13;*;26;101;163;29;134;342;26;;
3358004;Bomlitz;2,776;1,524;1,252;2,655;120;80;199;642;2,546;805;1,741;1,971;121;;
3358005;Buchholz (Aller);901;479;422;855;46;19;52;189;666;65;600;836;44;;
3358006;Eickeloh;305;163;142;291;14;8;20;68;29;16;13;289;16;;
3358007;Essel;469;262;207;442;27;9;40;117;211;22;189;447;26;;
3358008;Bad Fallingbostel, Stadt;4,658;2,503;2,155;4,138;516;109;403;951;4,112;1,460;2,649;3,198;319;;
3358009;Frankenfeld;182;100;82;175;7;*;15;38;151;25;126;156;18;;
3358010;Gilten;474;259;215;441;33;11;33;122;125;48;77;426;35;;
3358011;Grethem;252;130;122;241;11;6;30;53;60;11;49;241;14;;
3358012;Hademstorf;319;176;143;299;20;10;20;75;35;13;22;306;11;;
3358013;Häuslingen;336;203;133;310;26;11;29;63;47;18;29;318;18;;
3358014;Hodenhagen;1,351;737;614;1,224;127;32;122;266;2,048;408;1,640;943;80;;
3358015;Lindwedel;1,087;579;508;1,042;45;25;80;229;100;30;70;1,057;27;;
3358016;Munster, Stadt;5,216;2,728;2,488;4,952;264;131;465;1,163;4,329;2,387;1,939;2,828;309;;
3358017;Neuenkirchen;2,130;1,139;991;2,070;59;40;186;425;1,061;431;628;1,699;166;;
3358018;Rethem (Aller), Stadt;895;497;398;818;77;26;94;189;509;140;369;754;78;;
3358019;Schneverdingen, Stadt;7,259;3,929;3,330;6,849;410;193;617;1,537;4,966;2,769;2,192;4,490;496;;
3358020;Schwarmstedt;2,162;1,148;1,014;1,997;165;57;172;438;1,581;520;1,060;1,642;190;;
3358021;Soltau, Stadt;8,356;4,463;3,893;7,601;752;182;712;1,738;12,728;5,011;7,714;3,345;735;;
3358022;Walsrode, Stadt;9,183;4,884;4,299;8,528;651;226;780;1,919;8,486;3,841;4,644;5,340;691;;
3358023;Wietzendorf;1,621;815;806;1,533;87;43;142;338;867;424;442;1,197;95;;
3358501;Osterheide, gemfr. Bezirk;222;140;82;194;28;9;18;51;166;8;158;214;9;;
;;;;;;;;;;;;;;;;
3358;Heidekreis;53,741;28,798;24,943;49,999;3,728;1,316;4,522;11,369;47,482;36,561;10,899;17,175;3,777;;
;;;;;;;;;;;;;;;;
3359001;Agathenburg;486;275;211;455;31;16;51;86;81;12;69;474;14;;
3359002;Ahlerstedt;2,251;1,243;1,008;2,170;80;75;196;390;937;345;592;1,906;134;;
3359003;Apensen;1,788;984;804;1,714;73;42;119;307;1,126;186;939;1,602;83;;
3359004;Balje;353;209;144;279;74;17;46;76;273;104;166;249;45;;
3359005;Bargstedt;868;491;377;837;31;31;100;161;325;89;236;779;58;;
3359006;Beckdorf;1,139;642;497;1,099;40;33;92;229;204;56;148;1,083;40;;
3359007;Bliedersdorf;745;425;320;704;41;23;78;135;124;31;90;714;28;;
3359008;Brest;313;192;121;296;17;17;34;62;70;28;42;285;16;;
3359009;Burweg;403;227;176;*;*;12;30;63;109;22;87;381;16;;
3359010;Buxtehude, Hansestadt;16,189;8,801;7,388;14,720;1,459;309;1,437;3,178;13,307;4,757;8,544;11,432;1,009;;
3359011;Deinste;848;494;354;797;51;25;74;182;267;61;205;787;43;;
3359012;Dollern;783;438;345;755;27;18;43;136;614;61;553;722;52;;
3359013;Drochtersen;4,566;2,675;1,891;4,376;188;169;427;909;2,401;1,174;1,226;3,392;261;;
3359014;Düdenbüttel;376;218;158;359;17;12;29;72;107;30;77;346;29;;
3359015;Engelschoff;261;149;112;252;9;17;21;56;34;16;18;245;17;;
3359016;Estorf;603;348;255;595;8;16;54;130;86;23;63;580;19;;
3359017;Fredenbeck;2,527;1,394;1,133;2,451;76;71;213;556;977;309;668;2,218;117;;
3359018;Freiburg (Elbe), Flecken;609;352;257;585;24;15;64;146;455;131;323;478;49;;
3359019;Großenwörden;181;105;76;*;*;3;19;46;74;13;61;168;14;;
3359020;Grünendeich;722;416;306;669;53;17;53;166;123;46;77;676;38;;
3359021;Guderhandviertel;458;271;187;412;46;12;32;104;556;58;498;400;45;;
3359022;Hammah;1,305;740;565;1,234;71;44;123;237;600;95;505;1,210;63;;
3359023;Harsefeld, Flecken;5,665;3,112;2,553;5,323;340;137;508;1,043;2,993;1,114;1,877;4,551;307;;
3359024;Heinbockel;606;331;275;589;17;29;64;122;136;37;99;569;32;;
3359025;Himmelpforten;1,994;1,118;876;1,920;73;61;191;352;1,000;263;737;1,731;110;;
3359026;Hollern-Twielenfleth;1,342;781;561;1,198;144;28;94;288;816;179;635;1,163;100;;
3359027;Horneburg, Flecken;2,417;1,352;1,065;2,281;136;54;192;465;1,207;256;950;2,161;132;;
3359028;Jork;5,003;2,899;2,104;4,245;756;138;378;1,000;2,502;1,049;1,447;3,954;356;;
3359029;Kranenburg;240;129;111;232;8;14;10;58;28;11;17;229;13;;
3359030;Krummendeich;157;94;63;144;13;10;9;37;30;14;16;143;12;;
3359031;Kutenholz;1,873;1,084;789;1,817;55;64;204;406;708;226;482;1,647;90;;
3359032;Mittelnkirchen;423;260;163;375;48;8;31;73;88;31;57;392;25;;
3359033;Neuenkirchen;327;189;138;301;26;13;18;58;67;13;54;314;16;;
3359034;Nottensdorf;619;343;276;559;60;18;36;120;401;65;336;554;41;;
3359035;Oederquart;393;237;156;372;21;16;42;84;97;38;59;355;29;;
3359036;Oldendorf;1,161;656;505;1,125;36;33;101;227;388;117;271;1,043;58;;
3359037;Sauensiek;1,062;587;475;1,034;27;33;70;186;273;77;196;985;42;;
3359038;Stade, Hansestadt;17,976;9,961;8,015;16,341;1,624;426;1,692;3,731;27,140;9,776;17,348;8,198;1,359;;
3359039;Steinkirchen;618;350;268;549;69;21;33;131;492;87;405;531;64;;
3359040;Wischhafen;1,197;734;463;1,121;76;51;121;245;869;272;597;925;77;;
;;;;;;;;;;;;;;;;
3359;Stade;80,847;45,306;35,541;74,862;5,952;2,148;7,129;16,053;62,085;47,496;14,546;33,348;5,053;;
;;;;;;;;;;;;;;;;
3360001;Altenmedingen;555;289;266;540;15;9;32;130;113;39;73;516;33;;
3360002;Bad Bevensen, Stadt;2,872;1,420;1,452;2,660;212;72;253;631;4,318;1,199;3,119;1,673;306;;
3360003;Barum;323;163;160;313;10;10;22;79;90;24;66;298;19;;
3360004;Bienenbüttel;2,556;1,338;1,218;2,509;46;55;178;569;999;358;641;2,198;149;;
3360005;Bad Bodenteich, Flecken;1,214;629;585;1,152;62;33;101;282;1,096;314;781;900;103;;
3360006;Ebstorf,Klosterflecken;1,921;969;952;1,863;58;40;163;422;828;321;505;1,600;132;;
3360007;Eimke;285;149;136;274;11;8;23;72;142;40;102;245;27;;
3360008;Emmendorf;311;161;150;303;8;7;21;66;52;13;39;298;12;;
3360009;Gerdau;498;280;218;477;21;15;26;138;464;71;393;427;43;;
3360010;Hanstedt;345;180;165;340;5;12;29;89;180;35;145;310;25;;
3360011;Himbergen;641;353;288;628;13;18;36;171;167;61;106;580;44;;
3360012;Jelmstorf;293;160;133;286;7;3;29;74;23;5;18;288;13;;
3360013;Lüder;472;264;208;466;6;20;29;86;403;62;341;410;28;;
3360014;Natendorf;268;134;134;265;3;10;14;67;64;24;40;244;24;;
3360015;Oetzen;454;238;216;446;8;16;34;88;125;25;99;429;23;;
3360016;Rätzlingen;165;88;77;157;8;7;14;33;39;8;31;157;11;;
3360017;Römstedt;336;182;154;331;5;10;26;76;109;17;92;319;12;;
3360018;Rosche;772;432;340;729;43;19;48;172;773;222;550;550;61;;
3360019;Schwienau;263;140;123;251;12;5;21;70;89;18;71;245;23;;
3360020;Soltendieck;350;185;165;313;37;9;33;78;164;51;113;299;19;;
3360022;Stoetze;207;106;101;207;;11;21;44;80;24;56;183;13;;
3360023;Suderburg;1,524;796;728;1,470;54;38;123;365;743;325;418;1,199;96;;
3360024;Suhlendorf;851;445;406;821;29;26;60;200;490;147;343;704;69;;
3360025;Uelzen, Hansestadt;12,576;6,477;6,099;11,837;735;251;1,060;2,601;16,848;7,378;9,463;5,198;994;;
3360026;Weste;357;185;172;351;6;13;18;77;84;21;63;336;17;;
3360029;Wriedel;832;448;384;805;27;36;62;193;195;86;109;746;66;;
3360030;Wrestedt;2,347;1,223;1,124;2,271;76;64;147;551;931;382;549;1,965;149;;
;;;;;;;;;;;;;;;;
3360;Uelzen;33,588;17,434;16,154;32,065;1,517;817;2,623;7,424;29,609;22,420;7,176;11,167;2,511;;
;;;;;;;;;;;;;;;;
3361001;Achim, Stadt;12,373;6,643;5,730;11,533;834;257;952;2,601;10,841;3,093;7,741;9,280;776;;
3361002;Blender;1,226;700;526;1,146;80;37;91;280;390;129;260;1,097;68;;
3361003;Dörverden;3,412;1,889;1,523;3,214;198;112;293;759;1,358;575;781;2,836;174;;
3361004;Emtinghausen;627;333;294;604;23;17;47;164;184;38;146;589;41;;
3361005;Kirchlinteln;4,071;2,156;1,915;3,891;179;133;320;925;1,710;613;1,097;3,458;215;;
3361006;Langwedel, Flecken;5,948;3,137;2,811;5,783;165;142;515;1,325;2,502;874;1,628;5,074;254;;
3361008;Ottersberg, Flecken;4,844;2,606;2,238;4,521;322;136;403;1,096;5,033;1,374;3,659;3,470;332;;
3361009;Oyten;6,425;3,489;2,936;6,128;296;161;506;1,344;5,211;1,146;4,059;5,279;374;;
3361010;Riede;1,122;586;536;1,092;30;30;87;233;302;84;218;1,038;63;;
3361012;Verden (Aller), Stadt;10,707;5,754;4,953;9,721;981;232;1,000;2,132;17,792;5,687;12,093;5,020;909;;
3361013;Thedinghausen;3,336;1,862;1,474;3,193;141;113;259;681;2,029;560;1,468;2,776;175;;
;;;;;;;;;;;;;;;;
3361;Verden;54,091;29,155;24,936;50,826;3,249;1,370;4,473;11,540;47,352;27,619;19,704;26,471;3,381;;
;;;;;;;;;;;;;;;;
3401000;Delmenhorst, Stadt;26,532;14,766;11,766;23,237;3,281;616;2,174;5,750;20,525;9,420;11,092;17,112;1,575;;
;;;;;;;;;;;;;;;;
3402000;Emden, Stadt;18,463;10,596;7,867;17,025;1,435;497;1,836;3,188;34,655;13,648;21,001;4,812;1,202;;
;;;;;;;;;;;;;;;;
3403000;Oldenburg (Oldenburg), Stadt;63,722;32,674;31,048;58,839;4,851;1,035;5,610;11,640;82,696;40,497;42,171;23,222;4,506;;
;;;;;;;;;;;;;;;;
3404000;Osnabrück, Stadt;64,729;34,574;30,155;57,632;7,065;1,166;5,887;11,249;93,733;39,000;54,699;25,718;4,627;;
;;;;;;;;;;;;;;;;
3405000;Wilhelmshaven, Stadt;25,579;13,616;11,963;23,737;1,829;594;2,424;5,459;30,112;17,400;12,701;8,178;1,714;;
;;;;;;;;;;;;;;;;
3451001;Apen;4,621;2,560;2,061;4,390;231;153;427;890;2,754;1,209;1,542;3,412;289;;
3451002;Bad Zwischenahn;10,054;5,243;4,811;9,272;777;237;799;2,275;9,717;3,142;6,571;6,911;868;;
3451004;Edewecht;9,203;4,933;4,270;8,529;672;255;744;1,882;6,114;2,517;3,591;6,685;511;;
3451005;Rastede;8,352;4,322;4,030;8,069;282;200;621;1,744;7,818;2,336;5,477;6,016;642;;
3451007;Westerstede, Stadt;9,107;4,846;4,261;8,415;688;296;872;1,805;10,955;4,274;6,677;4,833;773;;
3451008;Wiefelstede;6,598;3,412;3,186;6,284;312;189;553;1,320;5,890;1,382;4,507;5,216;473;;
;;;;;;;;;;;;;;;;
3451;Ammerland;47,935;25,316;22,619;44,959;2,962;1,330;4,016;9,916;43,248;24,129;19,096;23,804;3,556;;
;;;;;;;;;;;;;;;;
3452001;Aurich, Stadt;15,142;8,189;6,953;14,225;915;366;1,374;2,868;23,546;9,055;14,483;6,087;1,223;;
3452002;Baltrum;321;138;183;208;113;11;42;53;360;267;93;54;65;;
3452003;Berumbur;1,000;563;437;*;*;25;118;176;183;23;160;977;20;;
3452006;Großefehn;5,142;2,982;2,160;4,947;194;177;492;950;3,872;1,221;2,650;3,921;335;;
3452007;Großheide;3,223;1,923;1,300;3,189;34;124;341;560;915;466;449;2,757;118;;
3452008;Hage, Flecken;1,907;1,048;859;1,864;43;38;187;411;1,111;256;855;1,651;139;;
3452009;Hagermarsch;119;68;51;110;9;3;11;23;42;8;34;111;15;;
3452010;Halbemond;425;253;172;*;*;13;48;60;*;4;*;421;*;;
3452011;Hinte;2,596;1,533;1,063;2,499;96;75;196;506;627;185;442;2,411;85;;
3452012;Ihlow;4,799;2,797;2,002;4,694;105;131;465;875;2,842;824;2,017;3,975;254;;
3452013;Juist, Inselgemeinde;979;462;517;553;426;26;96;186;1,022;831;188;148;167;;
3452014;Krummhörn;4,420;2,632;1,788;4,245;175;161;462;866;2,161;1,123;1,036;3,297;311;;
3452015;Leezdorf;732;435;297;718;14;23;89;128;114;19;95;713;25;;
3452016;Lütetsburg;242;128;114;237;5;11;17;55;137;19;118;223;24;;
3452017;Marienhafe, Flecken;886;510;376;858;28;22;102;147;747;110;637;776;71;;
3452019;Norden, Stadt;8,023;4,257;3,766;7,513;510;236;738;1,698;10,522;4,694;5,824;3,328;784;;
3452020;Norderney, Stadt;3,228;1,578;1,650;2,436;792;91;329;561;3,579;2,783;794;445;415;;
3452021;Osteel;801;490;311;787;14;24;99;123;160;31;129;770;23;;
3452022;Rechtsupweg;795;480;315;778;17;34;102;134;136;27;109;768;31;;
3452023;Südbrookmerland;7,165;4,352;2,813;7,013;152;242;827;1,097;2,895;1,233;1,660;5,932;322;;
3452024;Upgant-Schott;1,469;862;607;1,441;27;54;166;267;407;80;327;1,389;63;;
3452025;Wiesmoor, Stadt;5,026;2,849;2,177;4,863;162;162;520;1,008;4,834;1,707;3,127;3,319;363;;
3452026;Wirdum;393;234;159;383;10;17;36;81;*;8;*;385;*;;
3452027;Dornum;1,355;763;592;1,316;39;54;106;311;688;330;358;1,025;145;;
;;;;;;;;;;;;;;;;
3452;Aurich;70,188;39,526;30,662;66,295;3,887;2,120;6,963;13,144;60,954;45,900;15,031;24,287;5,015;;
;;;;;;;;;;;;;;;;
3453001;Barßel;4,892;2,826;2,066;4,649;240;131;509;919;3,503;1,503;1,997;3,389;320;;
3453002;Bösel;3,489;2,078;1,411;2,984;503;96;371;534;2,575;866;1,709;2,623;237;;
3453003;Cappeln (Oldenburg);3,132;1,958;1,174;2,545;585;104;290;568;2,181;638;1,543;2,494;158;;
3453004;Cloppenburg, Stadt;14,253;8,083;6,170;11,952;2,295;373;1,427;2,514;16,892;6,170;10,705;8,083;1,040;;
3453005;Emstek;5,517;3,233;2,284;4,653;862;228;612;863;5,097;1,371;3,719;4,146;334;;
3453006;Essen (Oldenburg);4,135;2,470;1,665;3,215;920;137;452;720;5,172;1,381;3,783;2,754;223;;
3453007;Friesoythe, Stadt;9,100;5,244;3,856;8,218;879;299;1,006;1,569;8,643;3,904;4,733;5,195;722;;
3453008;Garrel;6,203;3,652;2,551;5,250;951;202;660;1,057;6,410;2,388;4,015;3,815;442;;
3453009;Lastrup;2,871;1,674;1,197;2,605;265;107;300;519;2,617;744;1,863;2,127;219;;
3453010;Lindern (Oldenburg);2,049;1,205;844;1,843;205;84;225;335;1,141;471;669;1,578;165;;
3453011;Löningen, Stadt;5,791;3,359;2,432;5,292;495;193;602;1,073;5,186;2,504;2,679;3,287;398;;
3453012;Molbergen;3,201;1,970;1,231;2,859;342;157;366;509;1,765;644;1,119;2,557;226;;
3453013;Saterland;5,067;2,956;2,111;4,776;288;184;546;898;4,733;1,815;2,917;3,252;368;;
;;;;;;;;;;;;;;;;
3453;Cloppenburg;69,700;40,708;28,992;60,841;8,830;2,295;7,366;12,078;65,915;46,809;19,041;22,890;4,852;;
;;;;;;;;;;;;;;;;
3454001;Andervenne;353;199;154;*;*;8;30;68;166;27;139;326;21;;
3454002;Bawinkel;1,065;633;432;1,004;61;32;77;189;597;164;432;901;66;;
3454003;Beesten;713;414;299;706;7;24;73;155;656;91;565;622;35;;
3454004;Bockhorst;372;228;144;348;24;14;44;59;79;16;63;356;19;;
3454005;Börger;1,049;603;446;972;76;35;108;197;740;235;504;814;63;;
3454006;Breddenberg;286;172;114;276;10;8;30;50;93;15;78;271;18;;
3454007;Dersum;560;329;231;516;44;24;58;86;456;87;368;473;35;;
3454008;Dörpen;2,168;1,292;876;1,967;201;61;230;379;3,646;795;2,850;1,373;198;;
3454009;Dohren;471;277;194;463;8;15;33;98;46;12;34;459;15;;
3454010;Emsbüren;4,188;2,407;1,781;3,971;216;99;365;775;3,314;1,243;2,067;2,945;263;;
3454011;Esterwegen;2,043;1,213;830;1,837;206;68;275;285;816;387;428;1,656;121;;
3454012;Freren, Stadt;1,929;1,111;818;1,811;118;39;179;418;818;324;494;1,605;135;;
3454013;Fresenburg;351;201;150;336;15;10;32;61;198;15;183;336;14;;
3454014;Geeste;4,735;2,731;2,004;4,500;234;163;412;940;3,150;1,038;2,111;3,697;217;;
3454015;Gersten;507;299;208;487;20;17;48;84;172;56;116;451;35;;
3454016;Groß Berßen;264;151;113;252;12;7;31;38;131;27;104;237;18;;
3454017;Handrup;323;197;126;316;7;11;22;65;165;28;137;295;33;;
3454018;Haren (Ems), Stadt;9,795;5,742;4,053;8,682;1,110;267;998;1,742;9,664;4,753;4,908;5,042;637;;
3454019;Haselünne, Stadt;5,140;2,872;2,268;4,893;247;158;511;966;4,274;1,884;2,390;3,256;354;;
3454020;Heede;951;564;387;838;113;30;104;146;443;165;277;786;67;;
3454021;Herzlake;1,770;1,079;691;1,539;231;67;174;316;1,961;497;1,463;1,273;135;;
3454022;Hilkenbrook;306;182;124;292;14;14;31;44;*;36;*;270;*;;
3454023;Hüven;206;132;74;197;8;*;27;34;193;44;149;162;23;;
3454024;Klein Berßen;483;279;204;466;17;16;52;97;760;76;684;407;44;;
3454025;Kluse;610;363;247;563;47;28;52;122;594;89;505;520;31;;
3454026;Lähden;1,798;1,104;694;1,533;264;57;178;304;904;279;623;1,519;104;;
3454027;Lahn;333;196;137;310;23;12;38;55;137;37;100;296;17;;
3454028;Langen;578;340;238;561;17;22;52;98;127;28;99;550;32;;
3454029;Lathen;2,278;1,404;874;1,980;296;81;213;422;2,098;650;1,447;1,628;159;;
3454030;Lehe;464;291;173;385;79;25;41;79;227;66;160;398;25;;
3454031;Lengerich;1,133;649;484;1,054;79;29;96;212;873;227;646;906;97;;
3454032;Lingen (Ems), Stadt;21,793;12,004;9,789;20,482;1,307;446;1,864;4,317;27,915;13,213;14,691;8,580;1,444;;
3454033;Lorup;1,215;741;474;1,083;130;43;125;181;1,116;309;806;906;106;;
3454034;Lünne;726;418;308;713;13;13;58;174;361;76;285;650;44;;
3454035;Meppen, Stadt;14,303;7,799;6,504;12,972;1,328;390;1,392;2,613;20,114;7,968;12,136;6,334;1,020;;
3454036;Messingen;434;260;174;411;22;10;48;99;121;35;86;399;30;;
3454037;Neubörger;609;369;240;568;41;27;63;99;298;79;219;530;36;;
3454038;Neulehe;311;180;131;284;27;*;24;69;193;36;157;275;33;;
3454039;Niederlangen;424;256;168;389;35;17;45;78;565;58;506;366;48;;
3454040;Oberlangen;377;224;153;354;22;14;35;75;68;23;45;354;26;;
3454041;Papenburg, Stadt;15,377;9,328;6,049;12,542;2,830;393;1,532;2,617;21,866;9,037;12,813;6,325;1,064;;
3454042;Rastdorf;378;229;149;318;60;13;41;69;261;44;217;334;36;;
3454043;Renkenberge;275;163;112;262;13;12;34;47;*;8;*;266;*;;
3454044;Rhede (Ems);1,528;897;631;1,440;88;39;164;272;1,564;359;1,205;1,169;130;;
3454045;Salzbergen;3,234;1,827;1,407;3,091;143;96;291;589;4,140;846;3,292;2,388;182;;
3454046;Schapen;1,011;607;404;984;27;32;110;183;678;164;514;847;65;;
3454047;Sögel;3,552;2,301;1,251;2,130;1,421;119;427;504;2,989;1,075;1,911;2,477;216;;
3454048;Spahnharrenstätte;547;298;249;488;59;18;51;60;204;61;143;486;41;;
3454049;Spelle;3,838;2,254;1,584;3,658;180;86;378;681;5,700;1,421;4,278;2,417;190;;
3454050;Stavern;437;246;191;420;17;14;35;66;43;14;29;423;13;;
3454051;Surwold;1,705;1,027;678;1,565;140;68;187;306;1,674;398;1,275;1,307;111;;
3454052;Sustrum;472;283;189;415;57;23;64;83;131;49;82;423;38;;
3454053;Thuine;640;353;287;620;20;23;43;147;946;146;800;494;52;;
3454054;Twist;3,952;2,409;1,543;3,530;421;140;425;691;2,522;983;1,538;2,969;193;;
3454055;Vrees;599;379;220;541;57;24;57;105;472;132;340;467;49;;
3454056;Walchum;496;291;205;467;29;16;51;89;135;38;97;458;33;;
3454057;Werlte, Stadt;4,069;2,487;1,582;3,557;508;136;459;676;4,195;1,751;2,440;2,318;325;;
3454058;Werpeloh;471;281;190;399;72;17;48;78;329;65;264;406;27;;
3454059;Wettrup;219;137;82;*;*;7;27;40;35;13;22;206;16;;
3454060;Wippingen;431;260;171;418;13;11;48;71;180;38;142;393;20;;
;;;;;;;;;;;;;;;;
3454;Emsland;130,645;75,962;54,683;117,722;12,890;3,693;12,740;23,663;136,564;102,181;34,312;28,446;8,637;;
;;;;;;;;;;;;;;;;
3455007;Jever, Stadt;4,786;2,374;2,412;4,651;133;98;413;1,005;4,179;1,412;2,766;3,374;438;;
3455014;Sande;3,277;1,705;1,572;3,181;95;73;252;785;3,234;757;2,474;2,520;193;;
3455015;Schortens, Stadt;7,212;3,625;3,587;7,062;149;162;564;1,599;5,097;1,536;3,559;5,676;388;;
3455020;Wangerland;3,180;1,695;1,485;2,997;182;90;308;703;2,329;1,094;1,235;2,086;319;;
3455021;Wangerooge, Nordseebad;709;354;355;537;171;19;70;179;763;576;186;133;114;;
3455025;Bockhorn;3,409;1,850;1,559;3,329;79;123;326;667;1,529;588;941;2,821;184;;
3455026;Varel, Stadt;8,767;4,696;4,071;8,471;292;199;751;1,914;9,943;4,243;5,695;4,524;687;;
3455027;Zetel;4,322;2,337;1,985;4,248;74;131;405;860;2,273;988;1,285;3,334;269;;
;;;;;;;;;;;;;;;;
3455;Friesland;35,662;18,636;17,026;34,476;1,175;895;3,089;7,712;29,347;18,693;10,642;16,969;2,592;;
;;;;;;;;;;;;;;;;
3456001;Bad Bentheim, Stadt;5,328;2,929;2,399;4,605;722;143;459;1,074;6,655;2,242;4,408;3,085;485;;
3456002;Emlichheim;2,715;1,542;1,173;2,531;184;69;279;568;2,862;1,229;1,630;1,486;173;;
3456003;Engden;145;78;67;140;5;6;12;28;18;6;12;139;11;;
3456004;Esche;214;128;86;210;4;8;33;37;*;5;*;209;*;;
3456005;Georgsdorf;534;307;227;519;15;26;66;101;109;22;87;512;17;;
3456006;Getelo;149;82;67;135;14;3;17;32;9;5;4;144;7;;
3456007;Gölenkamp;207;111;96;200;7;5;32;40;47;12;35;195;9;;
3456008;Halle;186;103;83;180;6;7;22;33;45;5;40;181;11;;
3456009;Hoogstede;1,189;710;479;1,122;67;44;129;222;530;149;381;1,040;65;;
3456010;Isterberg;215;112;103;203;12;9;19;38;78;21;57;194;17;;
